"x1i10hfl href","x193iq5w","xpdipgo src","x1i10hfl","x1i10hfl href 2","_aacl","x1i10hfl 2","x1i10hfl href 3","x1i10hfl 3","x1i10hfl href 4","x1i10hfl 4","x1i10hfl href 5","x1i10hfl href 6","_a9ze","_aaqe","html-span"
"https://www.instagram.com/ricardo.delatorre22/","Ver traducción","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/375524086_977374283527060_3808826307008739113_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=PSonrUOi84YAX8fF1Rk&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCABqi3KyxrQWSInZxWJFDXOy4TqK3_O4_SvhPLftCAPQ&oe=6532046B&_nc_sid=fc8dfb","ricardo.delatorre22","https://www.instagram.com/ricardo.delatorre22/","👉Gracias a las asociaciones civiles ,  y a las brigadas de salud del ISSSTE junto con la Dra. Lorena Pérez Salas y al QFB. Oscar García Eusebio.👨‍⚕️👩‍🔬👩‍⚕️👨‍🔬 👉El día de hoy estuvimos presentes con la jornada de salud en la colonia ferrocarril.💉👩‍⚕️En estos tiempos  de pandemia también es importante la prevención de la salud.👨‍🔬👉Gracias a los vecinos por participar.🤝","#creandolazosdebienestar","https://www.instagram.com/explore/tags/creandolazosdebienestar/","#mexicomeuno","https://www.instagram.com/explore/tags/mexicomeuno/","#DrCarlosLomeli","https://www.instagram.com/explore/tags/drcarloslomeli/","https://www.instagram.com/explore/tags/ricardovivirparaservir/","137 sem","",""
"https://www.instagram.com/p/CLzeEr9ha4W/","","","","","","","","","","","","","","27 de febrero de 2021",""
"https://www.instagram.com/p/BvsZtmZgqFw/liked_by/","Me gusta","","","","","","","","","","","","","","12"
"https://www.instagram.com/profeluismichel/","Ver traducción","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/372956250_119964097846027_8143469271902015639_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=j9p0sFppsy0AX-wu-7H&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA_a0nAqvYtfBYbr2mz2RhQBoNhvmo468sjp5sycjGjiw&oe=65322EA4&_nc_sid=fc8dfb","profeluismichel","https://www.instagram.com/profeluismichel/","Visita Campamento Mayto","#ProfesorLuisMichel21","https://www.instagram.com/explore/tags/profesorluismichel21/","#ProfesorLuisMichel","https://www.instagram.com/explore/tags/profesorluismichel/","#drcarloslomeli","https://www.instagram.com/explore/tags/drcarloslomeli/","https://www.instagram.com/explore/tags/amlo/","237 sem","",""
"https://www.instagram.com/p/BvsZtmZgqFw/","","","","","","","","","","","","","","31 de marzo de 2019",""
"https://www.instagram.com/p/BvuA6pHgOam/liked_by/","Me gusta","","","","","","","","","","","","","","2"
"https://www.instagram.com/profeluismichel/","Ver traducción","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/372956250_119964097846027_8143469271902015639_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=j9p0sFppsy0AX-wu-7H&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA_a0nAqvYtfBYbr2mz2RhQBoNhvmo468sjp5sycjGjiw&oe=65322EA4&_nc_sid=fc8dfb","profeluismichel","https://www.instagram.com/profeluismichel/","","#CuidemosNuestraFauna","https://www.instagram.com/explore/tags/cuidemosnuestrafauna/","#TuRegidorMorenista","https://www.instagram.com/explore/tags/turegidormorenista/","#ProfesorLuisMichel","https://www.instagram.com/explore/tags/profesorluismichel/","https://www.instagram.com/explore/tags/drcarloslomeli/","237 sem","",""
"https://www.instagram.com/p/BvuA6pHgOam/","","","","","","","","","","","","","","1 de abril de 2019",""
"","","","","","","","","","","","","","","","51"
"https://www.instagram.com/profeluismichel/","Ver traducción","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/372956250_119964097846027_8143469271902015639_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=j9p0sFppsy0AX-wu-7H&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA_a0nAqvYtfBYbr2mz2RhQBoNhvmo468sjp5sycjGjiw&oe=65322EA4&_nc_sid=fc8dfb","profeluismichel","https://www.instagram.com/profeluismichel/","","#LiberacionDeTortuga","https://www.instagram.com/explore/tags/liberaciondetortuga/","#CampamentoDeTortugasMayto","https://www.instagram.com/explore/tags/campamentodetortugasmayto/","#ProfesorLuisMichel21","https://www.instagram.com/explore/tags/profesorluismichel21/","https://www.instagram.com/explore/tags/drcarloslomeli/","237 sem","",""
"https://www.instagram.com/p/BvsbLNFFAeS/","","","","","","","","","","","","","","31 de marzo de 2019",""
"https://www.instagram.com/p/BvuA07tAE8R/liked_by/","Me gusta","","","","","","","","","","","","","","2"
"https://www.instagram.com/profeluismichel/","Ver traducción","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/372956250_119964097846027_8143469271902015639_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=j9p0sFppsy0AX-wu-7H&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA_a0nAqvYtfBYbr2mz2RhQBoNhvmo468sjp5sycjGjiw&oe=65322EA4&_nc_sid=fc8dfb","profeluismichel","https://www.instagram.com/profeluismichel/","","#campamentotortugueromayto","https://www.instagram.com/explore/tags/campamentotortugueromayto/","#turegidormorenista","https://www.instagram.com/explore/tags/turegidormorenista/","#JuntosTransformemosPuertoVallarta","https://www.instagram.com/explore/tags/juntostransformemospuertovallarta/","https://www.instagram.com/explore/tags/drcarloslomeli/","237 sem","",""
"https://www.instagram.com/p/BvuA07tAE8R/","","","","","","","","","","","","","","1 de abril de 2019",""
"https://www.instagram.com/p/BifkFgWn0nf/liked_by/","Me gusta","","","","","","","","","","","","","","12"
"https://www.instagram.com/jessica_torres.oficial/","Ver traducción","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/312007939_211189711245955_4870472990014609431_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ZpRG5qOqXaMAX-3k5ub&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDFy48k7jgHXfkfzVs5olRMKQmzWZUSAgcijqvT4CqG0w&oe=653371A5&_nc_sid=fc8dfb","jessica_torres.oficial","https://www.instagram.com/jessica_torres.oficial/","No te dejes enganchar por el odio de la guerra sucia!!! Frente al odio Todo México está con  💜❤️Y en Jalisco con el Y claro que en Zapopan","#Amlo💜💜💜💜💜","https://www.instagram.com/explore/tags/amlo%F0%9F%92%9C%F0%9F%92%9C%F0%9F%92%9C%F0%9F%92%9C%F0%9F%92%9C/","#amlo","https://www.instagram.com/explore/tags/amlo/","#DRCarlosLomeli","https://www.instagram.com/explore/tags/drcarloslomeli/","https://www.instagram.com/explore/tags/hiramtorrespresidente/","284 sem","",""
"https://www.instagram.com/p/BifkFgWn0nf/","","","","","","","","","","","","","","7 de mayo de 2018",""
